id,attraction_name,attraction_url,rating,review_count,rating_details,category,description,city,languages_count,images_folder,images_path,images_count,images_list,status
772,Morocco Customized Tours,/Attraction_Review-g298349-d12083921-Reviews-Morocco_Customized_Tours-Essaouira_Marrakech_Safi.html,5.0,61,"[{""rating"": ""Excellent"", ""count"": 58}, {""rating"": ""Very good"", ""count"": 2}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",City Tours,City Tours Cultural Tours,Essaouira,5,attractions_images/morocco-customized-tours/,[],0,[],NO_MATCH
773,Sahara Revelation,/Attraction_Review-g293734-d5897246-Reviews-Sahara_Revelation-Marrakech_Marrakech_Safi.html,5.0,67,"[{""rating"": ""Excellent"", ""count"": 66}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",City Tours,City Tours Multi-day Tours,Marrakech,7,attractions_images/sahara-revelation/,"[""sahara-revelation01.jpg"", ""sahara-revelation02.jpg"", ""sahara-revelation03.jpg"", ""sahara-revelation04.jpg"", ""sahara-revelation05.jpg""]",5,"['sahara-revelation01.jpg', 'sahara-revelation02.jpg', 'sahara-revelation03.jpg', 'sahara-revelation04.jpg', 'sahara-revelation05.jpg']",MATCHED
774,Kiteboarding Xperience,/Attraction_Review-g298349-d13786359-Reviews-Kiteboarding_Xperience-Essaouira_Marrakech_Safi.html,5.0,66,"[{""rating"": ""Excellent"", ""count"": 63}, {""rating"": ""Very good"", ""count"": 3}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Sports Camps,Sports Camps & Clinics Surfing & Windsurfing,Essaouira,3,attractions_images/kiteboarding-xperience/,[],0,[],NO_MATCH
775,Authentic Morocco Trips,/Attraction_Review-g293734-d18990392-Reviews-Authentic_Morocco_Trips-Marrakech_Marrakech_Safi.html,5.0,41,"[{""rating"": ""Excellent"", ""count"": 41}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Private Tours,Private Tours Day Trips,Marrakech,6,attractions_images/authentic-morocco-trips/,"[""authentic-morocco01.jpg"", ""authentic-morocco02.jpg"", ""authentic-morocco03.jpg"", ""authentic-morocco04.jpg"", ""authentic-morocco05.jpg""]",5,"['authentic-morocco01.jpg', 'authentic-morocco02.jpg', 'authentic-morocco03.jpg', 'authentic-morocco04.jpg', 'authentic-morocco05.jpg']",MATCHED
776,Marrakech Safaris,/Attraction_Review-g293734-d25419305-Reviews-Marrakech_Safaris-Marrakech_Marrakech_Safi.html,5.0,38,"[{""rating"": ""Excellent"", ""count"": 38}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours,Marrakech,5,attractions_images/marrakech-safaris/,"[""marrakech-safaris01.jpg"", ""marrakech-safaris02.jpg"", ""marrakech-safaris03.jpg"", ""marrakech-safaris04.jpg"", ""marrakech-safaris05.jpg""]",5,"['marrakech-safaris01.jpg', 'marrakech-safaris02.jpg', 'marrakech-safaris03.jpg', 'marrakech-safaris04.jpg', 'marrakech-safaris05.jpg']",MATCHED
777,Mountain Travel Morocco,/Attraction_Review-g293734-d2343481-Reviews-Mountain_Travel_Morocco-Marrakech_Marrakech_Safi.html,5.0,102,"[{""rating"": ""Excellent"", ""count"": 84}, {""rating"": ""Very good"", ""count"": 17}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 1}]",Nature &,Nature & Wildlife Tours,Marrakech,6,attractions_images/mountain-travel-morocco/,[],0,[],NO_MATCH
778,Serotonina Viajes,/Attraction_Review-g293734-d23715029-Reviews-Serotonina_Viajes-Marrakech_Marrakech_Safi.html,5.0,45,"[{""rating"": ""Excellent"", ""count"": 45}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]","4WD, ATV","4WD, ATV & Off-Road Tours Taxis & Shuttles",Marrakech,3,attractions_images/serotonina-viajes/,[],0,[],NO_MATCH
779,Essaouira Cooking Class,/Attraction_Review-g298349-d26518987-Reviews-Essaouira_Cooking_Class-Essaouira_Marrakech_Safi.html,5.0,35,"[{""rating"": ""Excellent"", ""count"": 35}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Cooking Classes,Cooking Classes,Essaouira,6,attractions_images/essaouira-cooking-class/,[],0,[],NO_MATCH
780,Morocco Travels Tour,/Attraction_Review-g293734-d10035239-Reviews-Morocco_Travels_Tour-Marrakech_Marrakech_Safi.html,5.0,109,"[{""rating"": ""Excellent"", ""count"": 106}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 1}, {""rating"": ""Terrible"", ""count"": 3}]",City Tours,City Tours Cultural Tours,Marrakech,9,attractions_images/morocco-travels-tour/,[],0,[],NO_MATCH
781,Cafe Clock Cooking School,/Attraction_Review-g293734-d10068669-Reviews-Cafe_Clock_Cooking_School-Marrakech_Marrakech_Safi.html,5.0,60,"[{""rating"": ""Excellent"", ""count"": 58}, {""rating"": ""Very good"", ""count"": 2}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Lessons &,Lessons & Workshops Cooking Classes,Marrakech,5,attractions_images/cafe-clock-cooking-school/,[],0,[],NO_MATCH
782,Rutas Excursiones 4x4,/Attraction_Review-g293734-d19185841-Reviews-Rutas_Excursiones_4x4-Marrakech_Marrakech_Safi.html,5.0,49,"[{""rating"": ""Excellent"", ""count"": 49}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",City Tours,City Tours Multi-day Tours,Marrakech,5,attractions_images/rutas-excursiones-4x4/,[],0,[],NO_MATCH
783,Gino Tour Service,/Attraction_Review-g293734-d19594147-Reviews-Gino_Tour_Service-Marrakech_Marrakech_Safi.html,5.0,46,"[{""rating"": ""Excellent"", ""count"": 45}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",City Tours,City Tours Multi-day Tours,Marrakech,7,attractions_images/gino-tour-service/,[],0,[],NO_MATCH
784,Meydene Experience,/Attraction_Review-g293734-d24188840-Reviews-Meydene_Experience-Marrakech_Marrakech_Safi.html,5.0,55,"[{""rating"": ""Excellent"", ""count"": 50}, {""rating"": ""Very good"", ""count"": 4}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 1}, {""rating"": ""Terrible"", ""count"": 0}]",Cultural Tours,Cultural Tours Historical & Heritage Tours,Marrakech,3,attractions_images/meydene-experience/,[],0,[],NO_MATCH
785,Nelia cooking class,/Attraction_Review-g293734-d28047722-Reviews-Nelia_cooking_class-Marrakech_Marrakech_Safi.html,5.0,33,"[{""rating"": ""Excellent"", ""count"": 46}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Taxis &,Taxis & Shuttles Cooking Classes,Marrakech,7,attractions_images/nelia-cooking-class/,[],0,[],NO_MATCH
786,Marrakech Sahara Tour,/Attraction_Review-g293734-d5847010-Reviews-Marrakech_Sahara_Tour-Marrakech_Marrakech_Safi.html,5.0,80,"[{""rating"": ""Excellent"", ""count"": 80}, {""rating"": ""Very good"", ""count"": 2}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Historical &,Historical & Heritage Tours Nature & Wildlife Tours,Marrakech,8,attractions_images/marrakech-sahara-tour/,"[""sahara01.jpg"", ""sahara02.jpg"", ""sahara03.jpg"", ""sahara04.jpg"", ""sahara05.jpg""]",5,"['sahara01.jpg', 'sahara02.jpg', 'sahara03.jpg', 'sahara04.jpg', 'sahara05.jpg']",MATCHED
787,Chaaba Car,/Attraction_Review-g298349-d11672688-Reviews-Chaaba_Car-Essaouira_Marrakech_Safi.html,5.0,68,"[{""rating"": ""Excellent"", ""count"": 66}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 1}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Taxis &,Taxis & Shuttles,Essaouira,7,attractions_images/chaaba-car/,[],0,[],NO_MATCH
788,Ambre&Epices,/Attraction_Review-g293734-d25179383-Reviews-Ambre_Epices-Marrakech_Marrakech_Safi.html,5.0,39,"[{""rating"": ""Excellent"", ""count"": 36}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 2}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Safaris,Marrakech,4,attractions_images/ambreepices/,[],0,[],NO_MATCH
789,Agoudal Travel - Private Day Tours,/Attraction_Review-g293734-d6105811-Reviews-Agoudal_Travel_Private_Day_Tours-Marrakech_Marrakech_Safi.html,5.0,59,"[{""rating"": ""Excellent"", ""count"": 57}, {""rating"": ""Very good"", ""count"": 2}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Historical &,Historical & Heritage Tours Private Tours,Marrakech,8,attractions_images/agoudal-travel-private-day-tours/,[],0,[],NO_MATCH
790,Quad marrakech désert,/Attraction_Review-g15276171-d32888154-Reviews-Quad_marrakech_desert-Agafay_Marrakech_Safi.html,5.0,38,"[{""rating"": ""Excellent"", ""count"": 43}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 1}, {""rating"": ""Terrible"", ""count"": 0}]","4WD, ATV","4WD, ATV & Off-Road Tours Safaris",Agafay,8,attractions_images/quad-marrakech-désert/,[],0,[],NO_MATCH
791,Daily Marrakesh Tours,/Attraction_Review-g293734-d8803116-Reviews-Daily_Marrakesh_Tours-Marrakech_Marrakech_Safi.html,5.0,60,"[{""rating"": ""Excellent"", ""count"": 59}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",City Tours,City Tours Cultural Tours,Marrakech,5,attractions_images/daily-marrakesh-tours/,[],0,[],NO_MATCH
792,Morocco Tour Guide,/Attraction_Review-g293734-d12923327-Reviews-Morocco_Tour_Guide-Marrakech_Marrakech_Safi.html,5.0,55,"[{""rating"": ""Excellent"", ""count"": 53}, {""rating"": ""Very good"", ""count"": 2}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Cultural Tours,Marrakech,5,attractions_images/morocco-tour-guide/,"[""morocco-tour-guide01.jpg"", ""morocco-tour-guide02.jpg"", ""morocco-tour-guide03.jpg"", ""morocco-tour-guide04.jpg"", ""morocco-tour-guide05.jpg""]",5,"['morocco-tour-guide01.jpg', 'morocco-tour-guide02.jpg', 'morocco-tour-guide03.jpg', 'morocco-tour-guide04.jpg', 'morocco-tour-guide05.jpg']",MATCHED
793,Excursiones Tour Marruecos - Day Tours,/Attraction_Review-g293734-d4172560-Reviews-Excursiones_Tour_Marruecos_Day_Tours-Marrakech_Marrakech_Safi.html,5.0,110,"[{""rating"": ""Excellent"", ""count"": 101}, {""rating"": ""Very good"", ""count"": 7}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 1}, {""rating"": ""Terrible"", ""count"": 1}]",Sightseeing Tours,Sightseeing Tours,Marrakech,6,attractions_images/excursiones-tour-marruecos-day-tours/,[],0,[],NO_MATCH
794,From Marrakech 2-Day Mount Toubkal Trek,/Attraction_Review-g488109-d25788725-Reviews-From_Marrakech_2_Day_Mount_Toubkal_Trek-Imlil_Marrakech_Safi.html,5.0,37,"[{""rating"": ""Excellent"", ""count"": 35}, {""rating"": ""Very good"", ""count"": 2}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Taxis & Shuttles,Imlil,5,attractions_images/from-marrakech-2-day-mount-toubkal-trek/,"[""mount-toubkal01.jpg"", ""mount-toubkal02.jpg"", ""mount-toubkal03.jpg"", ""mount-toubkal04.jpg"", ""mount-toubkal05.jpg""]",5,"['mount-toubkal01.jpg', 'mount-toubkal02.jpg', 'mount-toubkal03.jpg', 'mount-toubkal04.jpg', 'mount-toubkal05.jpg']",MATCHED
795,Morocco Travel Tours,/Attraction_Review-g293734-d20371814-Reviews-Morocco_Travel_Tours-Marrakech_Marrakech_Safi.html,5.0,38,"[{""rating"": ""Excellent"", ""count"": 38}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",City Tours,City Tours Multi-day Tours,Marrakech,6,attractions_images/morocco-travel-tours/,[],0,[],NO_MATCH
796,Riding Quad Morocco,/Attraction_Review-g293734-d26831748-Reviews-Riding_Quad_Morocco-Marrakech_Marrakech_Safi.html,5.0,33,"[{""rating"": ""Excellent"", ""count"": 37}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]","4WD, ATV","4WD, ATV & Off-Road Tours Nature & Wildlife Tours",Marrakech,5,attractions_images/riding-quad-morocco/,[],0,[],NO_MATCH
797,My Moroccan Travel,/Attraction_Review-g293734-d13546773-Reviews-My_Moroccan_Travel-Marrakech_Marrakech_Safi.html,5.0,54,"[{""rating"": ""Excellent"", ""count"": 52}, {""rating"": ""Very good"", ""count"": 2}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Sightseeing Tours,Marrakech,7,attractions_images/my-moroccan-travel/,[],0,[],NO_MATCH
798,Quad Atlas VIP,/Attraction_Review-g293734-d26935295-Reviews-Quad_Atlas_VIP-Marrakech_Marrakech_Safi.html,5.0,32,"[{""rating"": ""Excellent"", ""count"": 49}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]","4WD, ATV","4WD, ATV & Off-Road Tours Adrenaline & Extreme Tours",Marrakech,3,attractions_images/quad-atlas-vip/,"[""quad-atlas-vip01.jpg"", ""quad-atlas-vip02.jpg"", ""quad-atlas-vip03.jpg"", ""quad-atlas-vip04.jpg"", ""quad-atlas-vip05.jpg""]",5,"['quad-atlas-vip01.jpg', 'quad-atlas-vip02.jpg', 'quad-atlas-vip03.jpg', 'quad-atlas-vip04.jpg', 'quad-atlas-vip05.jpg']",MATCHED
799,Toubkal Aventura,/Attraction_Review-g488109-d16776678-Reviews-Toubkal_Aventura-Imlil_Marrakech_Safi.html,5.0,49,"[{""rating"": ""Excellent"", ""count"": 50}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Sightseeing Tours,Sightseeing Tours Hiking & Camping Tours,Imlil,3,attractions_images/toubkal-aventura/,[],0,[],NO_MATCH
800,Marruecos Autentico Tours,/Attraction_Review-g293734-d13902783-Reviews-Marruecos_Autentico_Tours-Marrakech_Marrakech_Safi.html,5.0,47,"[{""rating"": ""Excellent"", ""count"": 47}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Safaris Hiking,Safaris Hiking & Camping Tours,Marrakech,3,attractions_images/marruecos-autentico-tours/,[],0,[],NO_MATCH
801,Lahniti Tours,/Attraction_Review-g293734-d25183909-Reviews-Lahniti_Tours-Marrakech_Marrakech_Safi.html,5.0,47,"[{""rating"": ""Excellent"", ""count"": 47}, {""rating"": ""Very good"", ""count"": 2}, {""rating"": ""Average"", ""count"": 1}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 1}]",Multi-day Tours,Multi-day Tours Taxis & Shuttles,Marrakech,7,attractions_images/lahniti-tours/,[],0,[],NO_MATCH
802,Toubkal Travel Trekking,/Attraction_Review-g293734-d10408440-Reviews-Toubkal_Travel_Trekking-Marrakech_Marrakech_Safi.html,5.0,53,"[{""rating"": ""Excellent"", ""count"": 56}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Ski &,Ski & Snow Tours Hiking & Camping Tours,Marrakech,7,attractions_images/toubkal-travel-trekking/,[],0,[],NO_MATCH
803,Trip With Soufiane,/Attraction_Review-g293734-d15833311-Reviews-Trip_With_Soufiane-Marrakech_Marrakech_Safi.html,5.0,46,"[{""rating"": ""Excellent"", ""count"": 52}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Taxis &,Taxis & Shuttles,Marrakech,6,attractions_images/trip-with-soufiane/,[],0,[],NO_MATCH
804,Tours Aladdina Viajeros,/Attraction_Review-g293734-d19452299-Reviews-Tours_Aladdina_Viajeros-Marrakech_Marrakech_Safi.html,5.0,49,"[{""rating"": ""Excellent"", ""count"": 48}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Taxis & Shuttles,Marrakech,6,attractions_images/tours-aladdina-viajeros/,[],0,[],NO_MATCH
805,Red Kech Travel Transfers,/Attraction_Review-g298349-d7605159-Reviews-Red_Kech_Travel_Transfers-Essaouira_Marrakech_Safi.html,5.0,127,"[{""rating"": ""Excellent"", ""count"": 112}, {""rating"": ""Very good"", ""count"": 11}, {""rating"": ""Average"", ""count"": 3}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 1}]",Taxis &,Taxis & Shuttles,Essaouira,9,attractions_images/red-kech-travel-transfers/,[],0,[],NO_MATCH
806,Mohamed Faska Faska - Tour Guide,/Attraction_Review-g293734-d28145686-Reviews-Mohamed_Faska_Faska_Tour_Guide-Marrakech_Marrakech_Safi.html,5.0,36,"[{""rating"": ""Excellent"", ""count"": 47}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Deserts,Marrakech,4,attractions_images/mohamed-faska-faska-tour-guide/,[],0,[],NO_MATCH
807,Wild Goose Adventure,/Attraction_Review-g293734-d14099590-Reviews-Wild_Goose_Adventure-Marrakech_Marrakech_Safi.html,5.0,50,"[{""rating"": ""Excellent"", ""count"": 51}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Sightseeing Tours,Marrakech,3,attractions_images/wild-goose-adventure/,[],0,[],NO_MATCH
808,Running in Marrakech Tours - Private Day Tours,/Attraction_Review-g293734-d4496831-Reviews-Running_in_Marrakech_Tours_Private_Day_Tours-Marrakech_Marrakech_Safi.html,5.0,78,"[{""rating"": ""Excellent"", ""count"": 77}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 1}]",Private Tours,Private Tours Running Tours,Marrakech,5,attractions_images/running-in-marrakech-tours-private-day-tours/,[],0,[],NO_MATCH
809,Experium Morocco,/Attraction_Review-g293734-d32705945-Reviews-Experium_Morocco-Marrakech_Marrakech_Safi.html,5.0,31,"[{""rating"": ""Excellent"", ""count"": 32}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Hiking &,Hiking & Camping Tours,Marrakech,3,attractions_images/experium-morocco/,[],0,[],NO_MATCH
810,Seda De Cactus,/Attraction_Review-g293734-d27455870-Reviews-Seda_De_Cactus-Marrakech_Marrakech_Safi.html,5.0,33,"[{""rating"": ""Excellent"", ""count"": 34}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Cultural Tours,Marrakech,4,attractions_images/seda-de-cactus/,[],0,[],NO_MATCH
811,Explore Morocco Magic,/Attraction_Review-g293734-d28127627-Reviews-Explore_Morocco_Magic-Marrakech_Marrakech_Safi.html,5.0,35,"[{""rating"": ""Excellent"", ""count"": 48}, {""rating"": ""Very good"", ""count"": 2}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]","4WD, ATV","4WD, ATV & Off-Road Tours Safaris",Marrakech,6,attractions_images/explore-morocco-magic/,[],0,[],NO_MATCH
812,Morocco tours,/Attraction_Review-g293734-d25568189-Reviews-Morocco_tours-Marrakech_Marrakech_Safi.html,5.0,36,"[{""rating"": ""Excellent"", ""count"": 37}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Adrenaline & Extreme Tours,Marrakech,6,attractions_images/morocco-tours/,"[""amazouz-morocco-tours01.jpg"", ""amazouz-morocco-tours02.jpg"", ""amazouz-morocco-tours03.jpg"", ""amazouz-morocco-tours04.jpg"", ""amazouz-morocco-tours05.jpg""]",5,"['amazouz-morocco-tours01.jpg', 'amazouz-morocco-tours02.jpg', 'amazouz-morocco-tours03.jpg', 'amazouz-morocco-tours04.jpg', 'amazouz-morocco-tours05.jpg']",MATCHED
